author,key,affiliation
Andrew Eisenberg,journals/sigmod/EisenbergM98a|journals/sigmod/EisenbergM99a|journals/sigmod/EisenbergM00|journals/sigmod/EisenbergM99|journals/sigmod/EisenbergM98|journals/sigmod/Eisenberg96,Central South Forestry University
Andrew Faulring,journals/tse/MyersMMFFKMKD97,American World University
Andrew Fetterer,journals/debu/ShekharFL96|journals/tkde/ShekharCRFLL99,"Université Abou Bekr Belkaid, Tlemcen"
Andrew Flitman,conf/er/MoodyF99,Al-Zaiem Al-Azhari University
Andrew H. Wilson,conf/icde/Wilson87,"Rasmussen College, Florida Campuses"
Andrew Hanushevsky,conf/mss/HanushevskyN99,University of Leeds
Andrew J. McAllister,journals/dke/McAllister98|journals/spe/McAllisterS98,National Changhua University of Education
Andrew J. Palay,conf/usenix/PalayHKSWNSBP88,Randolph-Macon Woman's College
Andrew J. Symonds,conf/sigmod/SymondsL70,West Texas A&M University
Andrew J. Terzuoli,conf/sac/GrimmLT93,University of Huddersfield
Andrew J. Worth,journals/tkde/WorthLK92,Svey Reong University
Andrew K. C. Wong,journals/tkde/WongW97|journals/pami/ChingWC95,Taj Institute of Higher Education
Andrew L. Berkin,journals/cacm/JacobsonBO94,Nizhny Novgorod State Architectural - Building University
Andrew Laursen,conf/sigmod/LaursenOP94,California Institute of Integral Studies
Andrew Layman,conf/icde/GrayBLP96|journals/datamine/GrayCBLRVPP97,Nara University
Andrew Lippman,journals/cacm/LippmanB89|journals/cacm/Lippman91,Freie Universität Berlin
Andrew M. Burger,conf/ht/BurgerMJL91,Institute of Management and Business Technology
Andrew M. Odlyzko,journals/algorithmica/CoppersmithOS86|journals/jcss/FlajoletO82|conf/focs/GuibasO77,Kushiro Public University of Economics
Andrew McCallum,conf/aaai/CravenFMMNS98|conf/sigir/BakerM98,South Asian University
Andrew Mickish,journals/computer/MyersGDZKPMM90|journals/tse/MyersMMFFKMKD97,Instituto Tecnológico de Santo Domingo
Andrew P. Black,conf/icde/BlackB89|conf/icde/MaloneyB87|journals/tocs/JulLHB88|journals/tse/AlmesBLN85|journals/tse/BlackHJLC87|journals/spe/LevyBHJ91|conf/oopsla/BlackHJL86|conf/sosp/JulLHB87|conf/sosp/Black85|conf/icdcs/SilvaAB96,Polonia University in Czêstochowa
Andrew Philpot,conf/sigmod/AmbiteABKMMMPT98|conf/aaai/KnoblockMAAMMPT98,Zhejiang Sci-Tech University 
Andrew Proudfoot,conf/icde/PuNP86|journals/tse/PuNP88,Wuxi University of Light Industry
Andrew R. Cherenson,journals/computer/OusterhoutCDNW88,Tarim University
Andrew R. Heller,journals/ibmsj/GoldsteinHMW84,College of the Holy Spirit
Andrew Rau-Chaplin,conf/icdt/DehneHR01|conf/compgeom/DehneFR93,Hue University of Agriculture and Forestry 
Andrew S. Grimshaw,conf/ssdbm/KarpovichFG94|journals/computer/Grimshaw93|conf/oopsla/KarpovichGF94|conf/pdis/GrimshawL91,West Texas A&M University
Andrew S. Tanenbaum,journals/computer/MullenderRTRS90|journals/tse/JongeTR87|journals/csur/BalST89|journals/csur/TanenbaumR85|journals/spe/TanenbaumB73|journals/spe/MullenderT84|conf/ddb/TanenbaumM82|conf/sosp/MullenderT85|conf/icdcs/RenesseT88,Rhodes University
Andrew Stranieri,conf/cikm/StranieriZ95|conf/icail/ZeleznikowS95,Vikram University
Andrew Straw,journals/spe/StrawMR89,Ankara University
Andrew Therber,conf/sigmod/IoannidisLANT97|conf/ssdbm/IoannidisLARTYAN97,Fort Hays State University
Andrew Tomkins,conf/pods/KleinbergT99|conf/pods/KumarRRSTU00|conf/vldb/KumarRRT99|journals/cn/KumarRRT99|conf/cocoon/KleinbergKRRT99,Massachusetts Maritime Academy
Andrew U. Frank,journals/sigmod/FrankGGJKLMNPSSSTW99|conf/vldb/EgenhoferF88|conf/vldb/Frank81|journals/sigmod/BarreraFA91|conf/deductive/PapadiasFK94|conf/ssd/FrankB89|conf/ssd/EgenhoferFJ89|conf/ssd/Frank91,Sang Ji University
Andrew V. Goldberg,journals/jacm/GoldbergT88,Mahatma Jyotiba Phule Rohilkhand University Bareilly 
Andrew W. Appel,journals/cacm/AppelJ88|conf/plilp/AppelM91|conf/pldi/AppelEL88|conf/asplos/AppelL91,Juniata College
Andrew Westlake,conf/ssdbm/WestlakeK90|conf/ssdbm/Westlake97|conf/ssdbm/Westlake88,Université d'Antsiranana
Andrew Witkowski,conf/vldb/BelloDDFNSWZ98|conf/vldb/WitkowskiCK93|conf/sigmetrics/Witkowski86,Immanuel Kant State University of Russia
Andrew Yang,conf/adbis/YangK99,University of Illinois at Urbana-Champaign
Andrew Yu,journals/vldb/StonebrakerALPSSSY96|conf/icde/SidellASSSY96,Ondo State University of Science and Technology
Andrey Kupriyanov,conf/tacas/DragerKFW10,Universität Potsdam
Andrey Rybalchenko,journals/cacm/CookPR11,National Academy of Fine Arts
Andries van Dam,journals/computer/MarcusD91|journals/computer/YankelovichMD85|journals/csur/MeyrowitzD82|journals/csur/MeyrowitzD82a|journals/cacm/Dam97|journals/cacm/Dam88,Universitas Negeri Gorontalo
Andrzej Cichocki,conf/sigmod/BohrerBBCFHKKMNRRSUUW97a|conf/sigmod/BohrerBBCFHKKMNRRSUUW97|journals/dpd/KrychniakRCST96|journals/is/GeorgakopoulosSCB99,Universidade dos Acores
Andrzej Czyzewski,conf/kdd/Czyzewski96,Ecole des Hautes Etudes Commerciales
Andrzej Duda,conf/edbt/SheldonDWOG94|journals/ieeemm/WeissDG95|conf/icmcs/WeissDG94|conf/icdcs/DudaS94|conf/ht/WeissVSNSDG96,Lynn University
Andrzej Ehrenfeucht,journals/ipl/BlumerEHW87|journals/jcss/EhrenfeuchtZ76|journals/jacm/BlumerBHME87|journals/jacm/BlumerEHW89,Technical University of Iasi
Andrzej J. Glowinski,conf/icde/GobleGNR93|conf/bncod/GobleG93,1 December University of Alba Iulia
Andrzej Tarlecki,journals/dagstuhl-manifestos/KreikerTVW11,Fine Arts Academy in Wroclaw
Andrzej Ziólkowski,journals/is/KacprzykZZ89,University of Northeastern Philippines
András A. Benczúr,conf/mfdbs/Benczur87,Ahmadu Bello University
André Eickler,conf/vldb/EicklerGK95|conf/vldb/EicklerKK97,Heilongjiang Commercial University
André Flory,conf/er/FloryG87|conf/er/FloryM86|conf/adbis/AyacheF95|conf/adbis/BiscondiFB96|conf/vldb/FloryK78|journals/is/FloryGK78|conf/er/Flory79,Universidad Mesoamericana de San Agustín
André Le Grand,conf/adbis/ChappeletGPS97,Community College of Denver
André Luiz Battaiola,journals/computer/HibbardPSDBV94,University of Hull
André M. Van Tilborg,conf/icde/Tilborg84,Standford University
André Rifaut,conf/icde/DuboisHLRW86|conf/er/HagelsteinR88|conf/cris/DuboisHLPRW86,University of Pittsburgh
André Schiper,journals/tocs/BirmanSS91|journals/dc/Schiper97|journals/cacm/SchiperR96|conf/europar/PedoneGS98|conf/wdag/SchiperES89|conf/icdcs/KemmePAS99|conf/srds/PedoneGS97,Cedarville College
André Weinand,conf/oopsla/WeinandGM88,Anglo-American University
Andrés Aguayo,conf/adbis/GalvezGAC99,Berne University
Andy Chou,journals/computer/HellersteinACHORRH99|conf/dmkd/RamanCH99,Albert-Ludwigs-Universität Freiburg
Andy Colebourne,conf/ids/SawyerCSM92,Franklin W. Olin College of Engineering
Andy Crabtree,conf/dl/CrabtreeTON97,National Tsinghua University
Andy Evans,conf/uml/EvansFLR98,Toyo Eiwa Women's University
Andy Hisgen,conf/wmrd/HisgenBJMSS90|conf/hotos/HisgenBMSS89,Universidad de Huelva
Andy Hopper,journals/tois/WantHFG92|conf/icmcs/WrayGH94,Universidad Academia de Humanismo Cristiano
Andy Lowry,conf/slp/TaylorLMS84,Tiraspol State University
Andy Nanopoulos,conf/usenix/LoVersoINNMW93,"CollegeAmerica, Denver"
Andy Schürr,journals/is/KieselSW95|conf/esec/SchurrWZ95,Institute of Industrial Electronics Engineering
Andy Y. Hwang,journals/jiis/ChuCH94|conf/srds/ChuHLCMH90,Center for Entrepreneurship and Small Business Management
Anelise P. Braga,conf/er/TuchermanCGB89|conf/vldb/CasanovaTFB89,Utah Valley State College
Angel R. Puerta,journals/ai/ErikssonSTPM95,Silesian Technical University of Gliwice
Angela Bonifati,journals/sigmod/BonifatiC00,Ho Chi Minh City University of Pedagogics
Angela Go,conf/sigmod/GoSW75,Fachhochschule Brandenburg
Angela Schuett,conf/ecoop/BruceSG95,Ivanovo State Textile Academy
Angela Y. Wu,journals/tc/KushnerWR82|journals/jacm/AryaMNSW98|conf/soda/AryaMNSW94,Fachhochschule für die Wirtschaft
Angelika Franzke,conf/er/EbertWDFS96|conf/wg/EbertF94,Southern California Institute of Architecture
Angelika Horndasch,conf/ds/StuderH85|conf/tfais/HorndaschSY85,Sylhet Engineering College
Angelika I. Kokkinaki,conf/iadt/Kokkinaki98,Minneapolis College of Art and Design
Angelika Kotz Dittrich,conf/icde/WodtkeWWD96|conf/sigmod/DreyerDS95|conf/sigmod/WodtkeWWDM97|conf/ssdbm/DreyerDS94|conf/ssdbm/DreyerSDB96|conf/vldb/SimonD95|journals/jiis/MuthWWDW98|journals/sigmod/DreyerDS94|conf/btw/Dittrich93|conf/tdb/SchmidtDDM95,Medical University Plovdiv
Angelika M. Kotz,conf/edbt/KotzDM88|journals/sigmod/DittrichKM86|journals/insk/DittrichKML85|conf/btw/LockemannABDFGKLLM85|conf/gi/DittrichKML84,University of London
Angelika Reiser,journals/tods/BayerHR80|conf/vldb/BayerEHR80|conf/ddb/BayerEHR82|conf/ideas/ClausnitzerJMNRZ97|conf/europar/BozasJLMRZ96,Royal Danish Academy of Music
Angelo E. M. Ciarlini,conf/er/FurtadoC99,Ilam University of Medical Sciences
Angelo Monfroglio,journals/dke/Monfroglio88,Cevro Institut College
Angelo Montanari,journals/scp/CiapessoniCMP93|journals/ci/ChittaroM96|conf/dagstuhl/JensenDBCEGGHJKKLMMNPPRSSSSSTTW97,Stephens College
Angelo Morzenti,journals/toplas/MorzentiMG92|conf/ecoop/MorzentiP91,Robert Morris College of Chicago
Angus Macintyre,conf/birthday/KarpinskiM97,Universidad Nacional Abierta y a Distancia
Ani Thakar,conf/sigmod/SzalayGKT00,Jeonju University
Aniello Cimitile,conf/wcre/CanforaCM93,Clark University
Anil K. Garg,journals/tods/GargG86,Mount St. Mary College
Anil K. Goel,conf/icde/BuhrGNR96|conf/pos/BuhrGW92,Aarhus Technical College
Anil K. Jain 0001,journals/ac/DubesJ80|journals/computer/JainMM96|conf/caivd/SudhirLJ98,"United Medical and Dental Schools, University of London"
Anil K. Nori,conf/sigmod/CareyMN97,Berea College
Anil Kumar,journals/tkde/KumarTF98|journals/sigmod/TsotrasK96|conf/tdb/KumarTF95,Trinity College of Music
Anil Maheshwari,conf/soda/DehneDHM99,Russian State Hydrometeorological University
Anil Nerode,journals/tkde/LuNS96|journals/tods/BellNNS96|conf/pods/BellNNS92|journals/tcs/GottlobMNSS96|journals/tcs/KaganNS96|journals/jacm/BellNNS94|journals/apal/KaganNS94|journals/iandc/NerodeNS95|conf/lics/MarekNR90|conf/iclp/MarekNR92|conf/lpnmr/BellNNS93,University of Nova Gorica
Anil Nigam,conf/pods/KorthKNR83|journals/tse/HillyerSN86,Ottawa University
Anil Nori,conf/sigmod/ChanFLNR82|conf/vldb/ChanDFLNR82,Chapman University
Anil Pal,conf/sde/FischerPSJM84,"Universidad de Bogotá ""Jorge Tadeo Lozano"""
Anil Seth,conf/lics/Seth95,University of Art and Design Cluj-Napoca
Anindo Banerjea,conf/nossdav/BanerjeaM91,Kyoto City University of Arts
Anindya Basu,conf/wdag/BasuCT96|conf/sosp/EickenBBV95,Faculdade Jaguariúna
Anindya Datta,journals/tods/DattaVCK99|conf/icde/DattaCKMK97|conf/vldb/JermaineDO99|conf/vldb/DattaRT99|journals/sigmod/Datta94|journals/jsac/HaritsaBRDB93|conf/dexaw/DattaMT98,Mount St. Mary College
Anirban Mondal,conf/sigmod/LeeKOTM00,Rostov State University
Aniruddha S. Gokhale,journals/tc/GokhaleS98|conf/sigcomm/GokhaleS96|conf/icdcs/SchmidtG97,Universidad Nacional de Rosario
Anisoara Nica,conf/icde/LeeKNR99|conf/sigmod/RundensteinerKZWLLN99|conf/edbt/NicaLR98|journals/ijcis/NicaR98|conf/dexaw/NicaR98|conf/coopis/NicaR97|conf/krdb/RundensteinerLN97,Politécnico de Guanajuato
Anita Borg,journals/tocs/BorgBGHO89|conf/sosp/BorgBG83,European University at St.Petersburg
Anita Goldner,journals/siamcomp/RosenthalG77,"BGC Trust University, Bangladesh"
Anita K. Jones,journals/tods/DobkinJL79|journals/sigmod/FrenchJP90|journals/jcss/JonesL78|journals/tse/JonesL76|journals/cacm/WulfCCJLPP74|journals/cacm/JonesL78|journals/spe/JonesW75|conf/ac/Jones78|conf/focs/JonesLS76|conf/sosp/JonesCDSV79,Université Charles-de-Gaulle (Lille III)
Anita Komlodi,conf/dl/BrewerDHK96,Midlands State University
Anita N. Benson,conf/sigmod/LohmanSBMC83,Roosevelt Academy University College
Anita Wong,journals/tods/SaltonW78|journals/cacm/SaltonWY75,Universitas Islam Malang
Anke Ortmann,journals/is/StickelHOO94,Ibaraki Prefectural University of Health Sciences
Ann Ellis Bandurski,conf/sigmod/BandurskiJ75,"Schiller International University, American College of Switzerland"
Ann Infortuna,conf/usenix/PasiekaCMI91,Athenaeum Pontificium Regina Apostolorum
Ann L. Chervenak,conf/sigmetrics/ChervenakK91,University of Tehran
Ann L. Drapeau,journals/dpd/ChenLDLMSSPK94|conf/sigmetrics/DrapeauPK94|conf/mss/DrapeauK93|conf/isca/DrapeauSHMSKLPLCG94,Guangzhou Academy of Fine Art
Ann Linville,journals/tkde/GraefeLS94,University of Bergamo
Ann Marie Grizzaffi Maynard,conf/asplos/MaynardDO94,Universidad Católica Santo Toribio de Mogrovejo
Ann Marks,conf/dasfaa/ShermanMRZA89|conf/usenix/PasiekaCMI91,University of Hawaii - West Oahu
Ann S. Michaels,journals/csur/MichaelsMC76,Central South Forestry University
Ann Wollrath,journals/csys/RiggsWWB96|journals/csys/WollrathRW96,Fachhochschule Salzburg
Anna Bramanti-Gregor,conf/ecai/Bramanti-GregorDG92|conf/ijcai/Bramanti-GregorD93|conf/ijcai/Bramanti-GregorD91,Universidad Privada Juan Mejía Baca
Anna Brunström,conf/cikm/BrunstromLS95,Adrian College
Anna Formica,journals/tods/FormicaGM98|conf/adbis/DamianiFFMP97|conf/edbt/FormicaM94|journals/dke/FormicaGM97|conf/cikm/FormicaM92,University of Mashhad Pnu
Anna Hac,conf/icde/Hac87|journals/computer/HacM89|journals/tse/Hac86|journals/tse/Hac89|journals/pe/Hac86,Universidade Tiradentes
Anna Kraken,conf/adbis/PlodzienK99,Phranakhon Si Ayutthaya Rajabhat University
Anna Lipka,journals/vldb/OzsuPSILM95|conf/cikm/PetersLOS93,Vali-e-Asr University
Anna R. Bruss,journals/tcs/BrussM80,Private Fachhochschule für Wirtschaft und Technik Vechta/Diepholz
Anna R. Karlin,journals/tocs/CaoFKL96|journals/algorithmica/KarlinMRS88|journals/tcs/AzarBK94|conf/focs/KarlinPR92|conf/focs/DietzfelbingerKMHRT88|conf/sigmetrics/CaoFKL95|conf/sosp/FeeleyMPKL95|conf/stoc/KarlinU86|conf/stoc/AzarBKU94,DeSales University
Anna Roselló,conf/adbis/CostalSOBPQR97,Universidad Autónoma de Madrid
Annalisa Bossi,journals/cl/BossiG84|journals/toplas/BossiCD90|conf/fgcs/BossiGLM92,"Benedictine University, Springfield College in Illinois"
Annamaria Auddino,conf/er/AuddinoDDFST92|conf/sigmod/AnderssonADFGS93|conf/vdb/AuddinoDDFST91|conf/dexa/AuddinoAB91|conf/avi/AuddinoADDFST92,European Institute of Education
Anne Brink,journals/computer/BrinkMS95,Shahrekord University of Medical Sciences
Anne Dardenne,journals/scp/DardenneLF93,Universidad de Murcia
Anne Doucet,journals/vldb/BenzakenD95|conf/dbpl/BenzakenD93,University of Targu Jiu
Anne F. Beetem,journals/debu/BeetemMW82,Universidad Nacional de Cajamarca
Anne H. H. Ngu,journals/tkde/Ngu89|journals/tkde/NabilNS96|conf/icde/NodineBN99|conf/icde/Ngu89|conf/dasfaa/ShepherdHCN95|conf/dasfaa/NguW93|conf/dasfaa/HarangsriSN97|conf/dasfaa/NabilNS97|conf/dasfaa/NguYW93|conf/dasfaa/DuongHN93|journals/is/Ngu90|conf/coopis/NguMW94|conf/coopis/DuongHN93|conf/ssd/NabilSN95|conf/dood/NguWW91,"National Academy of Music ""Pantcho Vladigerov"""
Anne Helga Seltveit,conf/cismod/McBrienSW92|conf/caise/Seltveit93|conf/caise/McBrienNPSSTTW91,University of Gloucestershire
Anne Ipsen Goldman,conf/ssdbm/Goldman83,Universidad Privada de Santa Cruz de la Sierra
Anne M. Keuneke,journals/ijmms/ChandrasekaranJKH89,Osaka Electro-Communication University
Anne M. Parkhurst,conf/ssdbm/Parkhurst81,The Queen's University Belfast
Anne N. De Roeck,conf/vldb/LowdenR86,"Institute of Teachers Education, Kota Bharu"
Anne P. Massey,journals/tkde/MasseyW91,Godfrey Okoye University 
Anne Putkonen,journals/is/Putkonen79,Godfrey Okoye University
Anne Rogers,conf/asplos/RogersL92,Bloomsburg University of Pennsylvania
Anne Rose,conf/dl/MarchioniniNWDBRGEH97,Nara Medical University
Anne Schur,conf/ssdbm/ThomasBBPSW94,Sul Ross State University
Anne Tchounikine,conf/adbis/LaforestT99,Academy of Sports and Physical Training
Anne Verroust,conf/vldb/Verroust83|conf/nf2/SchollABBGPRV87,Universidad Juan Misael Saracho
Anne-Grethe Eilertsen,conf/dasfaa/ColombE97,Technological University (Mandalay)
Anne-Marie Claybrook,journals/tse/ClaybrookCW85,Shuchiin College
Anne-Marie Vercoustre,conf/vldb/AbiteboulAAACHHMMMMSTV99|journals/cn/MichardCSSSV98|conf/oois/VercoustreP97,Universidad Nacional de Chimborazo
Annegret Habel,conf/stacs/HabelK87,Universidad Abierta Interactiva
Anneke Kleppe,conf/uml/KleppeWC98,Universidad del Norte
Annemarie Spauster,journals/tocs/BarbaraGS89|conf/podc/BarbaraGS86|conf/icdcs/BarbaraGS86,Panjab University
Annette L. DeSchon,journals/computer/ReynoldsPKFD85,Université Catholique de Bukavu
Anni R. Bruss,conf/stoc/BrussM78,International University Institute of Luxembourg
Annie Gal,conf/nlulp/GalM87,Grove City College
Annie W. Shum,conf/sigmod/BressanGFJHKLMPQSS97|journals/cacm/LangerS82,Maria Grzegorzewska College for Special Education
Annig Le Parc,conf/er/AndonoffHPZ96|conf/adbis/AndonoffHP98,Nicola Valley Institute of Technology
Annita N. Wilschut,journals/tkde/ApersBFGKW92|conf/icde/BronczWK98|conf/sigmod/WilschutFA95|conf/vldb/HoutsmaWF93|conf/vldb/WilschutFA92|journals/dpd/WilschutA93|conf/iwdm/WilschutGAK89|conf/pdis/WilschutA91|conf/db-workshops/WilschutAF90,Kodolanyi Janos University College
Anoop Gupta,conf/sigmod/SwamiG88|journals/tocs/GuptaFN89|conf/sigmetrics/ChapinHRG95|conf/aaai/NayakGR88|conf/aaai/ForgyGNW84|conf/sosp/RosenblumBHWG95|conf/isca/GuptaFNW86|conf/isca/KuskinOHHSGCNBHGRH94|conf/isca/GharachorlooLLGGH90|conf/asplos/MowryLG92|conf/asplos/TorrellasGH92,University of the Philippines Open University
Anoop Sharma,conf/iwdm/DeWittGSJMS87,Kobe Shoin Women's University
Anoop Singhal,conf/icde/ShethSL84|conf/icde/ShethSL87|conf/sigmod/SinghalAL93|journals/tse/ShethSL85|conf/aaai/WeissRS98,Arthur D. Little Management Education Institute
Anselm Blumer,journals/ipl/BlumerEHW87|journals/jacm/BlumerBHME87|journals/jacm/BlumerEHW89,Sadra University
Ansgar Bernardi,journals/expert/AbeckerBHKS98,Oklahoma Panhandle State University
Anshuman Goyal,conf/icmcs/VinGGG94,Isra University
Antero Taivalsaari,journals/csur/Taivalsaari96,Bishop's University
Anthony B. O'Hare,conf/icde/ShethO91|conf/vldb/KelloggOT86|journals/debu/ChimentiOKTWZ87|journals/sigmod/OHareS89|conf/aaai/McKayFO90,California College of Arts and Crafts
Anthony Bolmarcich,journals/tois/WhangABHHHKKSSWZ87,Changchun Teachers College
Anthony C. Bloesch,conf/er/BloeschH96|conf/er/BloeschH97,Mankato State University
Anthony C. Klug,journals/tods/KlugP82|journals/tods/JacobsAK82|journals/tods/Klug80|conf/er/Klug79|conf/sigmod/Klug82|conf/pods/JohnsonK82|conf/ssdbm/Klug81|conf/vldb/KlugT77|conf/vldb/KerschbergKT76|journals/jcss/JohnsonK84|journals/jacm/Klug88|journals/jacm/Klug83|journals/jacm/Klug82|journals/is/TsichritzisK78|journals/spe/ChouDKK85|journals/siamcomp/JohnsonK83|conf/focs/JohnsonK81,Universidad del País Vasco
Anthony Cant,conf/amast/OzolsEC97,Louisiana Tech University
Anthony Chavez,conf/agents/ChavezMM97,Libya Open University
Anthony D. Elliman,conf/ssdbm/Elliman83,Gulf Medical University
Anthony D. Joseph,journals/tc/JosephTK97,Dawat University
Anthony Finkelstein,journals/tse/NuseibehKF94|conf/icse/NuseibehKF93,Holy Apostles College
Anthony G. Cohn,journals/jar/Cohn87|conf/cikm/LehmannC94|conf/aaai/IsliC98|conf/cade/RandellCC92|conf/kr/CohnG96|conf/kr/RandellCC92|conf/kr/RandellC89|conf/ssd/CuiCR93,Bow Valley College
Anthony Hall,journals/software/Hall90,Kobe University of Mercantile Marine
Anthony I. Wasserman,journals/tods/RietWKJ81|conf/sigmod/Wasserman79|conf/vldb/Wasserman78|journals/sigmod/WassermanB81|journals/computer/WassermanPM90|journals/tse/WassermanPSK86|journals/cacm/WassermanG82|journals/is/WassermanP79|journals/is/LevesonWB83|journals/spe/KerstenW81,Chamreun University of Poly Technology
Anthony J. Bonner,conf/sigmod/AbiteboulB91|conf/pods/Bonner99|conf/pods/Bonner89|conf/pods/MeccaB95|conf/pods/Bonner92|conf/icdt/Bonner88|conf/dbpl/BonnerM97|conf/dbpl/Bonner97|conf/dbpl/BonnerKC93|conf/dbpl/MeccaB95|conf/edbt/BonnerI90|conf/edbt/BonnerSR96|journals/tcs/Bonner90|journals/tcs/BonnerK94|journals/jcss/BonnerM98|conf/dagstuhl/BonnerK98|conf/dagstuhl/BonnerK98a|conf/dagstuhl/BonnerK98b|conf/iclp/BonnerK96|conf/iclp/BonnerK93|conf/aaai/Bonner88,Rovaniemi University of Applied Sciences
Anthony J. Gadient,conf/icde/Gadient87,Azad Jammu and Kashmir University
Anthony Jameson,conf/ijcai/WahlsterMJB83,Universitas 17 Agustus 1945 Banyuwangi
Anthony K. H. Tung,conf/icdt/KungNLH01|conf/edbt/FengLTS98,National Taipei University
Anthony Kosky,journals/debu/DavidsonK99|conf/icde/DavidsonK97|conf/dbpl/Kosky95|conf/ssdbm/ChenKMS97|conf/ssdbm/ChenKMS97a|conf/edbt/KoskyCMS98|conf/edbt/BunemanDK92|conf/cikm/DavidsonKE94|conf/icde/ChenKMS97|conf/sdb/BunemanDK95,Politeknik Negeri Padang
Anthony LaMarca,journals/jea/LaMarcaL96|conf/soda/LaMarcaL97,Estonian Academy of Security Sciences
Anthony Lauder,conf/ecoop/LauderK98,Tokushima Bunri University
Anthony P. Lucido,journals/tse/RypkaL79,Instituto Politécnico de Bragança
Anthony Papantonakis,journals/vlc/PapantonakisK95,"Saint George's Hospital Medical School, University of London"
Anthony Ralston,journals/tse/RalstonW76|journals/cacm/SammetR82,Beijing Institute of Technology
Anthony S. Maida,journals/tkde/KimM93|conf/ijcai/Maida83,Northeastern Illinois University
